Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms)
1,-4.99952,603,715,1.46341,0.192642,0.139236,0.0181198,0.0534058,35,0.020504,0.0138283
2,-5.99983,586,673,1.52969,0.174046,0.12064,0.0200272,0.0534058,34,0.0123978,0.0119209
3,-6.99862,626,708,1.41191,0.18549,0.124931,0.026226,0.0605583,34,0.020504,0.0109673
4,-7.99931,606,684,1.47057,0.179291,0.1297,0.0181198,0.0495911,34,0.0190735,0.0123978
5,-8.99916,589,701,1.52206,0.174522,0.125885,0.0181198,0.0486374,35,0.0181198,0.0133514
6,-9.99998,619,656,1.37424,0.239372,0.174522,0.0238419,0.0648499,37,0.0200272,0.0181198
7,-10.9999,592,712,1.51062,0.178337,0.124931,0.0181198,0.0534058,36,0.0152588,0.0123978
8,-11.9987,777,719,1.05476,0.230789,0.164986,0.0162125,0.0658035,36,0.0133514,0.0171661
9,-12.9993,575,696,1.56116,0.177383,0.128746,0.0171661,0.0486374,36,0.0209808,0.0123978
10,-13.9993,586,694,1.53065,0.173569,0.119209,0.0143051,0.0543594,36,0.0200272,0.0123978
11,-14.9994,594,697,1.51157,0.171661,0.124931,0.0200272,0.04673,36,0.0162125,0.0133514
12,-15.9995,558,699,1.62315,0.165939,0.120163,0.0247955,0.0457764,36,0.0171661,0.0114441
13,-16.9996,577,662,1.54495,0.18692,0.137329,0.0247955,0.0495911,36,0.0171661,0.0133514
14,-17.9992,581,692,1.47629,0.244141,0.179291,0.0247955,0.0648499,35,0.0133514,0.0152588
15,-18.9998,578,665,1.55449,0.175476,0.12207,0.0152588,0.0534058,35,0.0209808,0.0114441
16,-19.9991,578,687,1.50299,0.226974,0.167847,0.0305176,0.0591278,35,0.0133514,0.0133514
17,-20.9994,579,684,1.48392,0.242233,0.175476,0.0247955,0.0667572,36,0.0171661,0.0133514
18,-21.9989,610,657,1.45149,0.18692,0.133514,0.0267029,0.0534058,37,0.0209808,0.0133514
19,-22.9988,746,693,1.12534,0.213623,0.146866,0.0171661,0.0667572,36,0.0152588,0.0152588
20,-23.9999,567,698,1.5831,0.179291,0.127792,0.0228882,0.0514984,36,0.0190735,0.0152588
