Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms)
1,-4.9999,2103,2123,0.16737,0.308037,0.247478,0.00572205,0.0605583,35,0.00715256,0.0257492
2,-5.99983,2144,2116,0.164986,0.301361,0.242233,0.00667572,0.0591278,34,0.00715256,0.0238419
3,-6.99973,2048,2082,0.179768,0.308514,0.247478,0.00524521,0.0610352,34,0.00715256,0.0243187
4,-7.99957,2024,2042,0.190735,0.303268,0.242233,0.00572205,0.0610352,34,0.00667572,0.0238419
5,-8.99953,2088,2011,0.178337,0.300407,0.24128,0.00476837,0.0591278,35,0.00667572,0.0238419
6,-9.99978,2040,2037,0.177383,0.312805,0.248909,0.00476837,0.0638962,37,0.00762939,0.0257492
7,-11,1938,2040,0.210762,0.305176,0.243187,0.00572205,0.0619888,36,0.00762939,0.0247955
8,-11.9999,1783,2013,0.250816,0.309944,0.246048,0.00572205,0.0638962,36,0.00762939,0.0257492
9,-12.9997,2004,1977,0.190735,0.308037,0.245094,0.00572205,0.0629425,36,0.00667572,0.0257492
10,-13.9999,2131,2016,0.162125,0.307083,0.245094,0.00572205,0.0619888,36,0.00762939,0.0257492
11,-14.9999,1963,2005,0.204086,0.305176,0.242233,0.00572205,0.0629425,36,0.00762939,0.0247955
12,-15.9999,1963,1965,0.196457,0.312805,0.249863,0.00572205,0.0629425,36,0.00762939,0.0247955
13,-17,1956,1961,0.205994,0.305176,0.244141,0.00572205,0.0610352,36,0.00762939,0.0247955
14,-17.9999,2088,2114,0.171661,0.307083,0.246048,0.00572205,0.0610352,35,0.00572205,0.0247955
15,-18.9999,2139,2119,0.160217,0.307083,0.244141,0.00572205,0.0629425,35,0.00572205,0.0228882
16,-19.9998,2131,2094,0.162125,0.307083,0.244141,0.00572205,0.0629425,35,0.00762939,0.0247955
17,-21,2122,2067,0.164032,0.307083,0.244141,0.0038147,0.0629425,36,0.00762939,0.0247955
18,-22,2114,2072,0.167847,0.305176,0.244141,0.00572205,0.0610352,37,0.00762939,0.0267029
19,-22.9997,2114,2115,0.165939,0.307083,0.244141,0.00572205,0.0629425,36,0.00762939,0.0247955
20,-23.9997,2122,2095,0.162125,0.30899,0.246048,0.0038147,0.0629425,36,0.00762939,0.0247955
21,-24.9999,2114,2107,0.167847,0.305176,0.244141,0.00572205,0.0610352,35,0.00762939,0.0247955
22,-25.9995,2131,2028,0.164032,0.305176,0.242233,0.00572205,0.0629425,35,0.00762939,0.0247955
23,-26.9995,2122,2097,0.165939,0.305176,0.244141,0.00572205,0.0610352,35,0.00762939,0.0247955
24,-27.9996,2122,2082,0.165939,0.305176,0.242233,0.00572205,0.0629425,35,0.00762939,0.0247955
25,-28.9998,2131,2079,0.164032,0.305176,0.242233,0.00572205,0.0629425,35,0.00953674,0.0247955
26,-29.9995,2131,2094,0.164032,0.305176,0.244141,0.00572205,0.0610352,35,0.00762939,0.0267029
27,-30.9996,2105,2103,0.165939,0.30899,0.246048,0.00572205,0.0629425,35,0.00762939,0.0247955
28,-31.9998,2114,2084,0.164032,0.30899,0.244141,0.0038147,0.0648499,33,0.00762939,0.0267029
29,-32.9998,2097,2127,0.167847,0.30899,0.244141,0.0038147,0.0648499,34,0.00762939,0.0267029
30,-33.9996,2097,2108,0.167847,0.30899,0.244141,0.0038147,0.0648499,35,0.0114441,0.0267029
31,-34.9996,2114,2110,0.167847,0.305176,0.244141,0.0038147,0.0610352,36,0.00762939,0.0267029
32,-35.9996,2097,2106,0.164032,0.312805,0.247955,0.0038147,0.0648499,36,0.0114441,0.0267029
33,-36.9999,2114,2079,0.164032,0.30899,0.244141,0.0038147,0.0648499,36,0.00762939,0.0267029
34,-37.9996,2114,2097,0.164032,0.30899,0.247955,0.00762939,0.0610352,36,0.00762939,0.0267029
35,-38.9998,2131,2044,0.164032,0.305176,0.244141,0.00762939,0.0610352,37,0.00762939,0.0267029
36,-40,2097,2079,0.164032,0.312805,0.247955,0.0038147,0.0648499,37,0.00762939,0.0267029
37,-40.9999,2064,2102,0.179291,0.305176,0.244141,0.00762939,0.0610352,37,0.00762939,0.0267029
38,-41.9995,2097,2088,0.167847,0.30899,0.247955,0.0038147,0.0610352,37,0.00762939,0.0267029
39,-42.9999,2097,2069,0.167847,0.30899,0.247955,0.0038147,0.0610352,37,0.00762939,0.0267029
40,-43.9995,2097,2036,0.171661,0.305176,0.244141,0.0038147,0.0610352,36,0.0114441,0.0267029
41,-44.9998,1859,2095,0.228882,0.30899,0.247955,0.0038147,0.0610352,37,0.00762939,0.0267029
42,-45.9997,2097,2104,0.164032,0.312805,0.247955,0.0038147,0.0648499,38,0.00762939,0.0267029
43,-47,2097,2075,0.164032,0.312805,0.247955,0.0038147,0.0648499,37,0.00762939,0.0267029
44,-47.9997,2114,2097,0.164032,0.30899,0.247955,0.00762939,0.0610352,37,0.00762939,0.0267029
45,-49,2131,2079,0.156403,0.312805,0.247955,0.0038147,0.0648499,36,0.00762939,0.0267029
46,-49.9999,1820,2095,0.236511,0.312805,0.247955,0.00762939,0.0648499,38,0.00762939,0.0267029
47,-51,1859,2059,0.232697,0.305176,0.240326,0.0038147,0.0648499,30,0.00762939,0.0228882
48,-51.9996,2114,2134,0.164032,0.30899,0.244141,0.0038147,0.0648499,30,0.00762939,0.0228882
