Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
46,-50.0002,1691,1688,0.190735,0.400543,0.335693,0.00762939,0.0648499,29,0.00762939,0.0190735,3,98
47,-51.0003,1669,1698,0.183105,0.415802,0.354767,0.00762939,0.0610352,30,0.00762939,0.0228882,3,98
48,-52.0001,1702,1624,0.183105,0.404358,0.343323,0.00762939,0.0610352,30,0.0038147,0.0228882,3,98
49,-53.0001,1680,1681,0.18692,0.408173,0.343323,0.0038147,0.0648499,30,0.00762939,0.0228882,3,98
50,-54.0002,1702,1696,0.175476,0.411987,0.347137,0.0038147,0.0648499,32,0.00762939,0.0228882,3,98
51,-55.0002,1669,1618,0.183105,0.415802,0.350952,0.00762939,0.0648499,33,0.00762939,0.0228882,3,98
52,-56.0006,1489,1657,0.255585,0.415802,0.350952,0.0038147,0.0648499,33,0.00762939,0.0267029,3,98
53,-57.0003,1702,1655,0.179291,0.408173,0.343323,0.0038147,0.0648499,33,0.00762939,0.0228882,3,98
54,-58.0004,1702,1690,0.179291,0.408173,0.343323,0.0038147,0.0648499,33,0.00762939,0.0228882,3,98
55,-59.0002,1713,1653,0.175476,0.408173,0.347137,0.0038147,0.0610352,32,0.0038147,0.0267029,3,98
56,-60.0005,1713,1671,0.179291,0.404358,0.339508,0.0038147,0.0648499,32,0.00762939,0.0228882,3,98
57,-61.0001,1713,1668,0.179291,0.404358,0.339508,0.00762939,0.0648499,32,0.00762939,0.0228882,3,98
58,-62.0005,1702,1660,0.183105,0.404358,0.343323,0.00762939,0.0610352,34,0.00762939,0.0228882,3,98
59,-63.0003,1691,1692,0.190735,0.400543,0.339508,0.0038147,0.0610352,35,0.00762939,0.0228882,3,98
60,-64.0003,1702,1681,0.175476,0.411987,0.343323,0,0.0686646,35,0.00762939,0.0305176,3,98
61,-65.0004,1680,1673,0.190735,0.404358,0.335693,0.00762939,0.0686646,35,0.00762939,0.0228882,3,99
62,-66.0004,1659,1664,0.190735,0.411987,0.350952,0.00762939,0.0610352,35,0.00762939,0.0228882,3,99
63,-67.0001,1659,1653,0.190735,0.411987,0.343323,0,0.0686646,35,0.00762939,0.0305176,3,99
64,-68.0006,1659,1652,0.190735,0.411987,0.350952,0.00762939,0.0610352,36,0.00762939,0.0305176,3,99
65,-69.0001,1702,1675,0.183105,0.404358,0.343323,0.00762939,0.0610352,36,0.00762939,0.0305176,3,99
66,-70.0003,1702,1654,0.167847,0.419617,0.350952,0,0.0686646,35,0.00762939,0.0305176,3,99
67,-71.0005,1680,1656,0.175476,0.419617,0.350952,0.00762939,0.0686646,35,0.00762939,0.0228882,3,100
68,-72.0004,1702,1644,0.167847,0.419617,0.350952,0,0.0686646,36,0.00762939,0.0305176,3,100
69,-73.0002,1638,1628,0.190735,0.419617,0.358582,0.00762939,0.0610352,38,0.00762939,0.0305176,3,100
70,-74.0002,1680,1668,0.175476,0.419617,0.350952,0,0.0686646,38,0.00762939,0.0305176,3,100
71,-75.0004,1659,1602,0.183105,0.419617,0.358582,0.00762939,0.0610352,38,0.00762939,0.0228882,3,100
72,-76.0001,1659,1661,0.183105,0.419617,0.350952,0.00762939,0.0686646,38,0.00762939,0.0228882,3,100
73,-77.0003,1702,1682,0.175476,0.411987,0.350952,0.00762939,0.0610352,37,0.00762939,0.0228882,3,100
74,-78.0002,1680,1600,0.175476,0.419617,0.350952,0,0.0686646,37,0.00762939,0.0305176,3,101
75,-79.0002,1702,1630,0.183105,0.404358,0.343323,0.00762939,0.0610352,36,0.00762939,0.0228882,3,101
76,-80.0005,1680,1671,0.183105,0.411987,0.350952,0.00762939,0.0610352,37,0.00762939,0.0305176,3,101
77,-81.0005,1680,1677,0.183105,0.411987,0.350952,0.00762939,0.0610352,37,0.00762939,0.0228882,3,101
78,-82.0002,1680,1656,0.190735,0.404358,0.343323,0.00762939,0.0610352,37,0.00762939,0.0305176,3,101
