Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
71,0,658,602,1.34277,0.175476,0.00762939,0.0152588,35,0.0152588,0.0152588
72,0,665,646,1.31989,0.183105,0.0152588,0.00762939,35,0.0152588,0.0152588
73,0,661,651,1.28937,0.221252,0.00762939,0.0152588,35,0.00762939,0.0305176
74,0,658,630,1.26648,0.25177,0.00762939,0.0228882,35,0.0152588,0.0228882
75,0,593,646,1.54877,0.137329,0.0152588,0.00762939,35,0.00762939,0.0152588
76,0,665,598,1.24359,0.259399,0.0152588,0.00762939,35,0.0152588,0.0228882
77,0,668,639,1.33514,0.160217,0.00762939,0.00762939,35,0.00762939,0.0152588
78,0,539,635,1.6861,0.167847,0.0228882,0.0152588,35,0.0152588,0.0228882
79,0,686,656,1.22833,0.228882,0.00762939,0.0152588,35,0.0152588,0.0228882
80,0,560,634,1.61743,0.167847,0.0305176,0.0152588,35,0.0152588,0.0152588
81,0,522,650,1.71661,0.198364,0.0228882,0.0228882,35,0.00762939,0.0305176
82,0,633,645,1.38855,0.190735,0.00762939,0.0152588,35,0.0152588,0.0152588
83,0,621,660,1.43433,0.175476,0.00762939,0.00762939,35,0.0152588,0.0152588
84,0,541,635,1.6861,0.160217,0.0152588,0.0152588,35,0.0152588,0.0152588
85,0,534,654,1.6098,0.259399,0.0305176,0.0152588,35,0.0228882,0.0305176
86,0,543,606,1.66321,0.175476,0.0152588,0.0228882,35,0.0152588,0.0228882
87,-2.02711,720,689,1.2207,0.167847,0.00762939,0.00762939,34,0.00762939,0.0152588
88,-5.07105,704,680,1.21307,0.205994,0.00762939,0.0152588,35,0.0152588,0.0228882
89,-5.78445,668,739,1.34277,0.152588,0.0152588,0.00762939,41,0.00762939,0.0152588
90,-3.10854,686,697,1.31989,0.137329,0.0152588,0.00762939,41,0.00762939,0.0152588
91,-1.01342,675,640,1.31989,0.160217,0.00762939,0.00762939,38,0.0152588,0.0152588
92,-2.60868,658,686,1.37329,0.144958,0.00762939,0.00762939,34,0.0152588,0.0152588
93,-5.52635,661,615,1.37329,0.137329,0.00762939,0.00762939,35,0.00762939,0.0152588
94,-5.43736,724,694,1.13678,0.244141,0.00762939,0.0152588,41,0.0152588,0.0305176
95,-2.4775,562,620,1.60217,0.175476,0.0152588,0.0305176,40,0.0152588,0.0228882
96,-1.03281,648,678,1.38092,0.160217,0.00762939,0.00762939,34,0.00762939,0.0228882
97,0,541,638,1.64032,0.205994,0.0228882,0.0228882,35,0.0152588,0.0228882
98,0,500,597,1.79291,0.205994,0.0228882,0.0228882,35,0.0228882,0.0228882
99,0,633,625,1.41907,0.160217,0.00762939,0.0152588,35,0.0152588,0.0152588
100,0,502,630,1.79291,0.198364,0.0228882,0.0228882,35,0.0152588,0.0152588
101,0,483,622,1.89209,0.175476,0.0228882,0.0305176,35,0.0152588,0.0228882
102,0,537,616,1.66321,0.198364,0.0228882,0.0305176,35,0.00762939,0.0152588
103,0,537,632,1.64032,0.221252,0.0228882,0.0152588,35,0.0228882,0.0305176
104,-1,569,628,1.44958,0.305176,0.0305176,0.0152588,38,0.0305176,0.0305176
