Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
239,0,1074,1064,0.534058,0.396729,0,0.152588,35,0.0152588,0.0457764
240,0,1057,986,0.579834,0.366211,0.0152588,0.167847,35,0.0152588,0.0457764
241,0,949,850,0.671387,0.38147,0.0152588,0.167847,35,0.0305176,0.0305176
242,0,936,1032,0.579834,0.488281,0.0152588,0.152588,35,0.0152588,0.0610352
243,0,1057,1035,0.564575,0.38147,0,0.137329,35,0.0152588,0.0457764
244,0,1092,943,0.534058,0.38147,0,0.152588,35,0.0152588,0.0457764
245,0,963,1043,0.640869,0.396729,0,0.183105,35,0.0152588,0.0457764
246,0,1040,1036,0.534058,0.427246,0.0152588,0.152588,35,0.0152588,0.0610352
247,0,963,880,0.640869,0.396729,0.0152588,0.137329,35,0.0152588,0.0457764
248,0,978,1029,0.610352,0.411987,0.0152588,0.152588,35,0.0305176,0.0457764
249,0,1057,1015,0.549316,0.396729,0,0.152588,35,0.0152588,0.0457764
250,0,1110,942,0.518799,0.38147,0,0.152588,35,0.0305176,0.0457764
251,0,1040,1026,0.564575,0.396729,0,0.152588,35,0.0152588,0.0457764
252,0,1057,1020,0.579834,0.366211,0,0.152588,35,0.0305176,0.0305176
253,0,1057,916,0.549316,0.396729,0.0305176,0.12207,35,0.0305176,0.0305176
254,0,936,1013,0.671387,0.396729,0.0305176,0.152588,35,0.0305176,0.0305176
255,0,1129,990,0.518799,0.366211,0,0.152588,35,0,0.0610352
256,0,1057,764,0.549316,0.396729,0,0.152588,35,0,0.0610352
257,0,992,1054,0.610352,0.396729,0,0.152588,35,0.0305176,0.0305176
258,0,1092,1018,0.549316,0.366211,0.0305176,0.12207,35,0.0305176,0.0305176
259,0,992,788,0.610352,0.396729,0,0.152588,35,0,0.0610352
260,0,1057,1043,0.579834,0.366211,0.0305176,0.12207,35,0,0.0305176
261,0,1057,1048,0.579834,0.366211,0.0305176,0.12207,35,0.0305176,0.0305176
262,0,992,862,0.610352,0.396729,0.0305176,0.12207,35,0.0305176,0.0305176
263,0,1024,1057,0.549316,0.427246,0,0.152588,35,0,0.0610352
264,0,1092,1065,0.518799,0.396729,0,0.0915527,35,0.0305176,0.0305176
265,0,1092,929,0.579834,0.335693,0.0305176,0.0610352,35,0,0.0305176
266,0,1057,1046,0.549316,0.396729,0,0.0610352,35,0,0.0610352
267,0,1092,1057,0.518799,0.396729,0,0.0610352,35,0,0.0610352
268,0,1057,928,0.488281,0.457764,0,0.0610352,35,0.0610352,0.0610352
269,-1,1057,1102,0.518799,0.427246,0,0.0610352,38,0,0.0610352
270,-1,1057,1134,0.488281,0.457764,0,0.0610352,38,0,0.0610352
271,-1,1213,809,0.427246,0.396729,0,0.0610352,38,0,0.0610352
272,0,1092,1094,0.518799,0.396729,0.0305176,0.0610352,35,0.0305176,0.0305176
273,0,1129,1084,0.518799,0.366211,0.0305176,0.0610352,35,0.0305176,0.0305176
274,0,1092,1051,0.549316,0.366211,0.0305176,0.0610352,35,0.0305176,0.0305176
275,0,1092,956,0.518799,0.396729,0,0.0915527,35,0.0305176,0.0305176
276,0,1129,1051,0.518799,0.366211,0,0.0915527,35,0.0305176,0.0305176
277,-1,1024,1093,0.488281,0.488281,0.0305176,0.0610352,38,0,0.0610352
278,-1,1213,950,0.457764,0.366211,0.0305176,0.0610352,38,0.0305176,0.0305176
279,-1,1129,1091,0.457764,0.427246,0,0.0610352,38,0.0305176,0.0610352
280,0,1092,1042,0.518799,0.396729,0,0.0610352,35,0,0.0610352
281,0,1092,886,0.518799,0.396729,0,0.0610352,35,0.0305176,0.0610352
282,0,936,1062,0.671387,0.396729,0,0.0915527,35,0.0305176,0.0610352
283,0,1129,1052,0.518799,0.366211,0,0.0915527,35,0.0305176,0.0305176
284,0,1057,917,0.579834,0.366211,0,0.0915527,35,0.0305176,0.0305176
285,0,1024,942,0.579834,0.396729,0.0305176,0.12207,35,0.0305176,0.0305176
286,0,1057,1003,0.579834,0.366211,0,0.152588,35,0,0.0610352
287,0,910,1061,0.640869,0.457764,0.0305176,0.12207,35,0.0305176,0.0305176
288,0,936,805,0.610352,0.457764,0,0.152588,35,0,0.0610352
289,0,1129,1021,0.488281,0.396729,0,0.152588,35,0,0.0610352
290,0,1092,1006,0.549316,0.366211,0.0305176,0.12207,35,0.0305176,0.0305176
291,0,963,957,0.579834,0.457764,0,0.152588,35,0,0.0610352
292,0,992,1058,0.579834,0.427246,0,0.152588,35,0,0.0610352
293,0,1092,994,0.549316,0.366211,0,0.12207,35,0.0305176,0.0305176
294,0,910,841,0.640869,0.457764,0.0305176,0.152588,35,0,0.0610352
295,0,963,1021,0.640869,0.396729,0.0305176,0.152588,35,0.0305176,0.0305176
296,0,1092,969,0.549316,0.366211,0.0305176,0.12207,35,0.0305176,0.0305176
297,0,1024,943,0.579834,0.396729,0,0.152588,35,0.0305176,0.0305176
298,0,1092,1039,0.549316,0.366211,0.0305176,0.0610352,35,0.0305176,0.0305176
299,0,1057,1044,0.579834,0.366211,0.0305176,0.0610352,35,0.0305176,0.0305176
300,0,1092,977,0.549316,0.366211,0.0305176,0.0610352,35,0,0.0305176
