Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
184,-5.09838,2048,1992,0.213623,0.274658,0,0.0457764,55,0.106812,0.0152588
185,-5.76957,2048,1740,0.213623,0.274658,0,0.0457764,57,0.106812,0.0152588
186,-3.07479,1213,1788,0.320435,0.50354,0,0.0610352,55,0.152588,0.0305176
187,-1.00992,2114,1814,0.213623,0.259399,0,0.0610352,55,0.0915527,0.0152588
188,-2.63979,1724,1754,0.335693,0.244141,0,0.12207,56,0.0915527,0.0152588
189,-5.54561,1598,1677,0.320435,0.305176,0,0.12207,56,0.12207,0.0152588
190,-5.41897,1191,1716,0.549316,0.289917,0,0.350952,57,0.106812,0.0152588
191,-2.4477,1560,1716,0.350952,0.289917,0,0.12207,55,0.106812,0.0152588
192,-1.03736,1598,1845,0.320435,0.305176,0,0.106812,55,0.0915527,0.0305176
193,0,1927,1686,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0305176
194,0,1985,1893,0.213623,0.289917,0,0.0610352,55,0.106812,0.0152588
195,0,1771,1906,0.244141,0.320435,0,0.0610352,55,0.106812,0.0152588
196,0,2048,1768,0.228882,0.259399,0,0.0610352,55,0.0915527,0.0152588
197,0,1927,1978,0.244141,0.274658,0,0.0610352,55,0.0915527,0.0152588
198,0,1724,1778,0.289917,0.289917,0,0.12207,55,0.0915527,0.0305176
199,0,1598,1779,0.366211,0.259399,0.0152588,0.12207,55,0.0915527,0.0152588
200,0,1724,1630,0.335693,0.244141,0.0152588,0.12207,55,0.0915527,0.0152588
201,0,1771,1682,0.274658,0.289917,0,0.12207,55,0.106812,0.0305176
202,0,1771,1665,0.320435,0.244141,0,0.12207,55,0.0915527,0.0152588
203,0,1638,1687,0.320435,0.289917,0,0.12207,55,0.106812,0.0152588
204,0,1724,1492,0.320435,0.259399,0,0.12207,55,0.0915527,0.0305176
205,0,1820,1719,0.289917,0.259399,0,0.106812,55,0.0915527,0.0305176
206,0,1771,1766,0.274658,0.289917,0.0152588,0.106812,55,0.106812,0.0152588
207,0,1680,1604,0.305176,0.289917,0,0.12207,55,0.0915527,0.0305176
208,0,1638,1653,0.305176,0.305176,0,0.12207,55,0.106812,0.0305176
209,0,1680,1719,0.305176,0.289917,0,0.12207,55,0.12207,0.0152588
210,0,1638,1725,0.320435,0.289917,0,0.12207,55,0.0915527,0.0305176
211,0,1680,1629,0.305176,0.289917,0,0.12207,55,0.12207,0.0152588
212,0,1771,1724,0.289917,0.274658,0,0.12207,55,0.106812,0.0152588
213,0,1724,1785,0.305176,0.274658,0,0.137329,55,0.106812,0.0305176
214,0,1820,1751,0.274658,0.274658,0,0.106812,55,0.106812,0.0152588
215,0,1771,1512,0.274658,0.289917,0,0.12207,55,0.106812,0.0305176
216,0,1560,1808,0.335693,0.305176,0,0.106812,55,0.0915527,0.0305176
217,0,1820,1725,0.289917,0.259399,0,0.106812,55,0.0915527,0.0152588
