Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
124,-128.002,260,311,2.31934,1.52588,1.4801,0.0610352,0.0457764,33,0.0610352,0.198364,0,0
125,-129.002,262,340,2.24304,1.57166,1.51062,0.0457764,0.0610352,34,0.0610352,0.152588,0,0
126,-130.001,366,285,1.44958,1.28174,1.26648,0.0305176,0.0152588,33,0.0457764,0.137329,0,0
127,-131.002,250,338,2.88391,1.11389,1.08337,0.0305176,0.0305176,33,0.0457764,0.137329,0,0
128,-132.001,266,317,2.10571,1.64795,1.61743,0.0305176,0.0305176,33,0.0457764,0.152588,0,0
129,-133.001,330,337,1.93787,1.08337,1.06812,0.0152588,0.0152588,34,0.0152588,0.0762939,0,0
130,-134.002,254,290,1.83105,2.10571,2.09045,0.0305176,0.0152588,33,0.244141,0.12207,0,0
131,-135.001,343,323,1.57166,1.34277,1.32751,0.0305176,0.0152588,33,0.0457764,0.12207,0,0
132,-136.001,339,328,1.60217,1.34277,1.32751,0.0152588,0.0152588,33,0.0152588,0.0762939,0,0
133,-137.002,274,348,2.31934,1.32751,1.31226,0.0305176,0.0152588,33,0.0457764,0.106812,0,0
134,-138,337,330,2.0752,0.88501,0.854492,0.0305176,0.0305176,33,0.0305176,0.0610352,0,0
135,-139.002,269,325,1.87683,1.83105,1.8158,0.0305176,0.0152588,33,0.0610352,0.137329,0,0
136,-140.001,263,316,2.21252,1.58691,1.5564,0.0457764,0.0305176,33,0.0610352,0.137329,0,0
137,-141,336,328,1.51062,1.46484,1.44958,0.0305176,0.0152588,31,0.0305176,0.0915527,0,0
138,-142.002,269,330,2.65503,1.05286,1.02234,0.0305176,0.0305176,31,0.0457764,0.12207,0,0
139,-143.001,336,330,1.54114,1.43433,1.41907,0.0305176,0.0152588,31,0.0457764,0.0915527,0,0
140,-144.003,266,324,1.80054,1.95312,1.92261,0.0305176,0.0305176,31,0.0762939,0.152588,0,0
141,-145.001,362,318,1.89209,0.869751,0.854492,0.0152588,0.0152588,33,0.0152588,0.0762939,0,0
142,-146.001,250,334,2.38037,1.61743,1.58691,0.0305176,0.0305176,34,0.0457764,0.152588,0,0
143,-147.003,252,319,1.9989,1.96838,1.93787,0.0305176,0.0305176,32,0.0610352,0.198364,0,0
