Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
50,-53.9992,254,309,1.27029,2.66647,1.44577,0.0228882,1.2207,46,0.919342,0.18692,3,100
51,-54.9974,231,282,0.888824,3.43323,1.83105,0.0190735,1.60217,46,0.671387,0.0686646,3,99
52,-55.9978,223,296,1.08719,3.37982,1.83868,0.0343323,1.54114,46,0.888824,0.0991821,3,99
53,-56.9973,284,299,0.759125,2.75421,1.17493,0.0190735,1.57928,47,0.564575,0.0801086,3,99
54,-57.9999,241,288,0.896454,3.23868,2.29263,0.0267029,0.946045,46,0.679016,0.167847,3,99
55,-58.9969,288,281,1.04904,2.42233,1.30081,0.0572205,1.12152,45,0.831604,0.12207,3,99
56,-59.9993,280,300,1.02234,2.5444,1.73187,0.0190735,0.812531,45,0.865936,0.087738,3,99
57,-60.9972,291,293,0.736237,2.68936,1.65939,0.0190735,1.02997,43,0.545502,0.0915527,3,98
58,-61.9992,251,283,1.20163,2.7771,1.69754,0.0228882,1.07956,43,1.01089,0.137329,3,98
59,-62.9996,231,310,0.827789,3.49426,2.47192,0.0228882,1.02234,43,0.652313,0.0991821,3,98
60,-63.997,299,289,1.44196,1.89209,1.05286,0.0152588,0.839233,43,0.465393,0.0762939,3,98
61,-64.9982,296,289,0.862122,2.51007,1.12915,0.0228882,1.38092,43,0.50354,0.0610352,3,98
62,-65.9992,243,291,0.991821,3.11279,1.54114,0.0228882,1.57166,42,0.808716,0.106812,3,98
63,-66.9994,241,304,1.14441,2.99072,2.05231,0.0152588,0.938416,42,0.968933,0.0839233,3,98
64,-67.9974,237,272,0.846863,3.36456,1.8158,0.0152588,1.54877,42,0.526428,0.0686646,3,98
65,-68.9993,258,299,1.22833,2.63977,1.40381,0.0305176,1.23596,43,0.846863,0.190735,3,98
66,-69.9989,275,281,0.839233,2.78473,1.23596,0.0228882,1.54877,43,0.656128,0.144958,3,98
67,-70.9997,260,295,1.05286,2.79236,1.38092,0.0228882,1.41144,44,0.862122,0.0915527,3,98
68,-71.9999,281,272,1.02997,2.52533,1.63269,0.0152588,0.892639,43,0.793457,0.0762939,3,98
69,-72.9988,271,289,0.915527,2.76947,1.69373,0.038147,1.07574,43,0.724792,0.167847,3,98
70,-73.9968,268,297,0.892639,2.83813,1.36566,0.0152588,1.47247,42,0.679016,0.0762939,3,98
71,-74.9985,274,314,0.88501,2.76184,1.08337,0.0228882,1.67847,43,0.556946,0.0839233,3,98
72,-75.9976,318,289,0.801086,2.34222,1.20544,0.0228882,1.13678,42,0.610352,0.0839233,3,98
73,-76.9973,302,286,0.808716,2.50244,1.297,0.0228882,1.20544,41,0.556946,0.0762939,3,98
74,-77.9999,265,303,0.869751,2.89154,1.41907,0.038147,1.47247,43,0.679016,0.152588,3,98
75,-78.9977,310,310,0.808716,2.41089,1.49536,0.0152588,0.915527,43,0.648499,0.0839233,3,98
76,-79.999,306,306,0.793457,2.47192,1.10626,0.0228882,1.36566,41,0.63324,0.0762939,3,98
77,-80.9974,218,286,0.801086,3.77655,1.67084,0.0305176,2.10571,41,0.587463,0.0762939,3,98
78,-81.9999,259,306,0.75531,3.10516,1.96075,0.0152588,1.14441,44,0.511169,0.0915527,3,98
79,-82.9977,237,304,0.923157,3.28827,1.60217,0.0305176,1.6861,45,0.587463,0.0839233,3,98
80,-83.9981,225,302,0.976562,3.46375,1.58691,0.0305176,1.87683,44,0.785828,0.328064,3,98
81,-84.9987,302,293,0.709534,2.59399,1.04523,0.0152588,1.54877,46,0.541687,0.0839233,3,98
82,-85.9976,331,306,0.686646,2.32697,1.10626,0.0152588,1.2207,47,0.495911,0.0610352,3,98
83,-86.9986,258,294,0.854492,3.02124,1.4801,0.0228882,1.54114,47,0.671387,0.144958,3,98
84,-87.9989,242,299,0.816345,3.30353,2.09045,0.0228882,1.21307,46,0.602722,0.106812,3,98
85,-88.9989,231,318,0.862122,3.46375,2.32697,0.0228882,1.13678,47,0.526428,0.0839233,3,98
